name,market,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,founded_at,first_funding_at,last_funding_at,seed,venture,equity_crowdfunding,undisclosed,convertible_note,debt_financing,angel,grant,private_equity,post_ipo_equity,post_ipo_debt,secondary_market,product_crowdfunding,round_A,round_B,round_C,round_D,round_E,round_F,round_G,round_H,founded_month,founded_year
CLK Design Automation,Software,5610000,operating,USA,MA,Boston,Littleton,2,2004-01-01,2005-01-01,2009-10-02,0,5610000,0,0,0,0,0,0,0,0,0,0,0,5000000,0,0,0,0,0,0,0,1,0
CLO Virtual Fashion Inc,Fashion,1400000,operating,KOR,Unknown,Seoul,Seoul,1,2009-01-23,2011-07-01,2011-07-01,0,1400000,0,0,0,0,0,0,0,0,0,0,0,1400000,0,0,0,0,0,0,0,1,0
Cloakroom,Fashion,3760492,operating,NLD,Unknown,Amsterdam,Amsterdam,3,2013-01-01,2013-05-29,2014-05-16,2114831,0,0,0,0,0,1645661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Cloakware,Software,10000000,acquired,USA,VA,"Washington, D.C.",Vienna,1,1997-01-01,2005-03-21,2005-03-21,0,10000000,0,0,0,0,0,0,0,0,0,0,0,0,10000000,0,0,0,0,0,0,1,0
Clodico,,100000,operating,USA,TN,Knoxville,Oak Ridge,1,,2013-06-01,2013-06-01,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clone,Nightclubs,50000,operating,USA,MO,St. Louis,Saint Louis,1,2010-01-01,2012-08-01,2012-08-01,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Clonect Solutions,Enterprises,246517,operating,IND,Unknown,Bangalore,Bangalore,1,,2014-09-19,2014-09-19,246517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cloneless,,20000,operating,USA,OR,"Portland, Oregon",Portland,1,2013-01-01,2013-10-11,2013-10-11,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Cloopen,Messaging,4000000,operating,CHN,Unknown,Beijing,Beijing,1,2009-01-01,2013-11-01,2013-11-01,0,4000000,0,0,0,0,0,0,0,0,0,0,0,4000000,0,0,0,0,0,0,0,1,0
Close,Social Media,250000,operating,CAN,ON,Toronto,Toronto,2,2013-01-01,2013-08-22,2014-01-10,0,0,0,0,0,0,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Closed,Internet of Things,929,operating,Unknown,Unknown,Unknown,Unknown,1,2014-06-01,2014-06-01,2014-06-01,929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
Closely,Local Search,6998845,operating,USA,CO,Denver,Denver,3,2009-10-01,2009-12-01,2014-04-08,0,3000000,0,0,0,395000,0,0,3603845,0,0,0,0,3000000,0,0,0,0,0,0,0,10,0
Closet Couture,Forums,475000,operating,USA,CA,CA - Other,Pacific Palisades,1,2007-09-01,2008-06-01,2008-06-01,475000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
Closetbox,Retail,200000,operating,USA,CO,Denver,Greenwood Village,1,2014-01-01,2014-04-04,2014-04-04,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ClosetDash,E-Commerce,40000,operating,USA,NY,New York City,New York,1,2010-09-15,2013-06-03,2013-06-03,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
CloSys,Biotechnology,2302799,operating,USA,MN,Minneapolis,Minneapolis,4,1999-01-01,2009-02-25,2014-08-14,0,1989549,0,0,0,313250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Clothia,Social Media,440000,operating,USA,NY,New York City,New York,1,2010-06-01,2011-08-15,2011-08-15,0,440000,0,0,0,0,0,0,0,0,0,0,0,440000,0,0,0,0,0,0,0,6,0
"Clou Electronics Co., Ltd.",Manufacturing,24909310,operating,CHN,Unknown,Shenzhen,Shenzhen,2,,2000-09-01,2001-01-01,0,24909310,0,0,0,0,0,0,0,0,0,0,0,0,24909310,0,0,0,0,0,0,0,0
Cloud 66,SaaS,730512,operating,GBR,Unknown,London,London,6,2012-02-01,2012-08-01,2014-09-30,730512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Cloud Cruiser,Software,8547423,operating,USA,CA,Sacramento,Sacramento,3,,2010-08-30,2012-06-12,0,7665000,0,0,0,882423,0,0,0,0,0,0,0,1665000,6000000,0,0,0,0,0,0,0,0
Cloud Direct,Software,2503087,operating,GBR,Unknown,Bath,Bath,1,2003-01-01,2014-08-15,2014-08-15,0,2503087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Cloud Dynamics,Cloud Computing,2598039,operating,CAN,ON,Toronto,Toronto,1,2011-01-01,2012-01-01,2012-01-01,2598039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Cloud Elements,Software,3100000,operating,USA,CO,Denver,Denver,1,2012-07-20,2014-06-17,2014-06-17,0,3100000,0,0,0,0,0,0,0,0,0,0,0,3100000,0,0,0,0,0,0,0,7,0
Cloud Engines,Internet,37253180,operating,USA,CA,SF Bay Area,San Francisco,9,2007-03-17,2009-05-13,2014-07-02,0,31253180,0,0,2000000,4000000,0,0,0,0,0,0,0,3253184,19999996,0,0,0,0,0,0,3,0
Cloud Floor,Software,3100000,operating,USA,MA,Boston,Waltham,1,2010-01-01,2010-12-30,2010-12-30,0,3100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Cloud Health Care,,50000,Unknown,RUS,Unknown,RUS - Other,Unknown,1,,2012-02-01,2012-02-01,0,0,0,0,0,0,0,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cloud Imperium Games,Games,52000000,operating,USA,CA,Los Angeles,Santa Monica,1,2012-01-01,2014-08-18,2014-08-18,0,0,0,0,0,0,0,0,0,0,0,0,52000000,0,0,0,0,0,0,0,0,1,0
Cloud Logistics,,10000,Unknown,RUS,Unknown,RUS - Other,Samara,1,2011-01-01,2012-05-01,2012-05-01,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Cloud Pharmaceuticals,Alternative Medicine,1147000,operating,USA,NC,Raleigh,Durham,2,,2014-07-01,2014-07-29,0,997000,0,0,0,0,0,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cloud Practice,Enterprise Software,200212,operating,CAN,BC,Vancouver,Victoria,1,2012-02-01,2012-02-01,2012-02-01,200212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Cloud Security,Security,2000000,Unknown,USA,CA,Anaheim,Newport Beach,1,2010-01-01,2013-09-13,2013-09-13,0,0,0,0,0,0,0,0,2000000,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Cloud Sherpas,Google Apps,63300000,operating,USA,GA,Atlanta,Atlanta,5,2007-01-01,2010-05-02,2012-12-20,0,62600000,0,0,0,700000,0,0,0,0,0,0,0,1600000,20000000,40000000,0,0,0,0,0,1,0
CLOUD SYSTEMS,Software,251100,operating,USA,CA,SF Bay Area,Oakland,1,,2010-05-19,2010-05-19,0,251100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cloud Takeoff,Software,1300000,operating,USA,OH,Cincinnati,Mason,2,2010-01-01,2013-09-07,2014-11-14,300000,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Cloud Technology Partners,IaaS,8400000,operating,USA,MA,Boston,Boston,4,2009-06-01,2011-06-10,2013-08-20,0,8400000,0,0,0,0,0,0,0,0,0,0,0,3000000,5000000,0,0,0,0,0,0,6,0
Cloud Your Car,Fleet Management,300000,operating,POL,Unknown,Wroclaw,Wroclaw,1,2012-06-01,2013-02-12,2013-02-12,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
Cloud.CM,Curated Web,500000,operating,USA,CA,Los Angeles,Los Angeles,1,2009-03-31,2011-01-01,2011-01-01,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Cloud.com,Cloud Management,11000000,acquired,USA,CA,SF Bay Area,Cupertino,1,2008-01-01,2010-01-01,2010-01-01,0,11000000,0,0,0,0,0,0,0,0,0,0,0,0,11000000,0,0,0,0,0,0,1,0
cloud.IQ,SMS,378812,operating,GBR,Unknown,London,London,1,2005-01-01,2013-07-24,2013-07-24,378812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Cloud4Wi,Mobile,4000000,operating,USA,CA,SF Bay Area,San Francisco,1,2014-01-31,2014-02-18,2014-02-18,0,4000000,0,0,0,0,0,0,0,0,0,0,0,4000000,0,0,0,0,0,0,0,1,0
Cloud9 IDE,Open Source,5550000,operating,USA,CA,SF Bay Area,San Francisco,2,2010-01-01,2011-06-21,2014-11-04,0,5550000,0,0,0,0,0,0,0,0,0,0,0,5550000,0,0,0,0,0,0,0,1,0
Cloudability,Cloud Computing,9818000,operating,USA,OR,"Portland, Oregon",Portland,3,2011-02-01,2011-12-22,2012-07-12,1118000,8700000,0,0,0,0,0,0,0,0,0,0,0,8700000,0,0,0,0,0,0,0,2,0
CloudAcademy,Education,120000,operating,USA,CA,SF Bay Area,San Francisco,1,2013-03-01,2014-08-01,2014-08-01,0,0,0,0,120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Cloudacc,Photography,2000000,operating,CHN,Unknown,Beijing,Beijing,1,,2012-05-01,2012-05-01,0,0,0,0,0,0,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CloudAccess,Enterprise Software,650000,operating,USA,CA,Los Angeles,Los Angeles,1,2011-01-01,2012-10-22,2012-10-22,0,650000,0,0,0,0,0,0,0,0,0,0,0,650000,0,0,0,0,0,0,0,1,0
Cloudadmin,Software,25000,operating,MEX,Unknown,Mexico City,Mexico City,1,2011-01-01,2013-06-01,2013-06-01,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CloudAmbo,Coupons,1550000,operating,GBR,Unknown,Boston Spa,Boston Spa,2,,2013-12-08,2014-01-21,0,1550000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cloudamize,Web Hosting,1200000,operating,USA,PA,Philadelphia,Philadelphia,2,2012-01-01,2012-12-05,2013-09-11,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Cloudant,Enterprise Software,18250000,acquired,USA,MA,Boston,Boston,8,2008-05-01,2008-05-01,2013-05-14,150000,16100000,0,0,0,0,0,0,2000000,0,0,0,0,2000000,12000000,0,0,0,0,0,0,5,0
CloudAptitude,Technology,15000,operating,USA,TN,Memphis,Memphis,1,2012-01-28,2012-01-29,2012-01-29,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Cloudary,Education,110000000,operating,CHN,Unknown,Shanghai,Shanghai,1,2004-01-01,2013-07-08,2013-07-08,0,0,0,0,0,0,0,0,110000000,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CloudBase3,Cloud Computing,125000,operating,USA,CA,SF Bay Area,San Mateo,1,2012-01-01,2013-09-01,2013-09-01,125000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CloudBeds,Enterprise Software,2800000,operating,USA,CA,San Diego,San Diego,2,2012-10-01,2012-01-17,2013-12-13,800000,2000000,0,0,0,0,0,0,0,0,0,0,0,2000000,0,0,0,0,0,0,0,10,0
CloudBees,Enterprise Software,27700000,operating,USA,MA,Boston,Woburn,4,2010-01-01,2010-11-29,2014-03-05,0,27700000,0,0,0,0,0,0,0,0,0,0,0,4000000,12500000,11200000,0,0,0,0,0,1,0
Cloudbilt,Software,1000000,operating,USA,NC,Charlotte,Charlotte,1,2009-08-01,2014-05-05,2014-05-05,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
CloudBlue Technologies,Enterprise Software,9915000,acquired,USA,GA,Atlanta,Norcross,2,2001-01-01,2008-03-13,2009-12-21,0,9915000,0,0,0,0,0,0,0,0,0,0,0,6350000,0,0,0,0,0,0,0,1,0
CloudBolt Software,Cloud Computing,1500000,operating,USA,MD,"Washington, D.C.",Rockville,1,2012-01-01,2013-04-23,2013-04-23,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Cloudbot,Messaging,1220000,operating,USA,IL,Chicago,Chicago,2,2010-11-01,2011-03-01,2011-10-04,0,1220000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
CloudByte,Storage,6100000,operating,USA,CA,SF Bay Area,Cupertino,2,2010-01-01,2012-06-26,2013-06-18,0,6100000,0,0,0,0,0,0,0,0,0,0,0,2100000,4000000,0,0,0,0,0,0,1,0
cloudcade,Video Games,1550000,operating,USA,CA,SF Bay Area,San Francisco,1,2013-11-11,2014-10-08,2014-10-08,1550000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
Cloudcam,Video,300000,operating,Unknown,Unknown,Unknown,Unknown,1,2013-11-01,2013-11-01,2013-11-01,0,0,0,0,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
CloudCannon,Web Hosting,515000,operating,USA,CA,SF Bay Area,San Francisco,2,2012-11-26,2014-02-26,2014-10-20,515000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
CloudCar,Enterprise Software,11500000,operating,USA,CA,SF Bay Area,Los Altos,1,2011-01-01,2012-06-25,2012-06-25,0,11500000,0,0,0,0,0,0,0,0,0,0,0,11500000,0,0,0,0,0,0,0,1,0
CloudCase,Mobile,40000,operating,CAN,QC,QC - Other,Saint-lazare-de-bellechasse,1,,2013-08-23,2013-08-23,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CloudCheckr,Cloud Computing,2000000,operating,USA,NY,"Rochester, New York",Rochester,1,2011-01-01,2013-04-11,2013-04-11,0,2000000,0,0,0,0,0,0,0,0,0,0,0,2000000,0,0,0,0,0,0,0,1,0
Cloudcity,Curated Web,5906547,closed,GBR,Unknown,London,Saint Albans,1,2007-02-01,2007-02-01,2007-02-01,5906547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
CloudCover,Security,3140000,operating,USA,MN,Minneapolis,Burnsville,1,2007-01-01,2013-09-12,2013-09-12,0,3140000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CloudCrowd,Enterprise Software,5100000,operating,USA,CA,SF Bay Area,San Francisco,1,2009-04-30,2010-08-13,2010-08-13,0,5100000,0,0,0,0,0,0,0,0,0,0,0,0,5100000,0,0,0,0,0,0,4,0
CloudDock,Software,95000,operating,IRL,Unknown,Dublin,Dublin,2,2013-01-01,2013-09-01,2014-04-25,27000,0,0,68000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CloudeAssurance,,800000,operating,USA,GA,Atlanta,Atlanta,1,,2014-05-01,2014-05-01,800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CloudEndure,Enterprise Software,5200000,operating,ISR,Unknown,Tel Aviv,Tel Aviv,1,2012-01-01,2012-04-01,2012-04-01,0,5200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Cloudera,Analytics,1201000000,operating,USA,CA,SF Bay Area,Palo Alto,8,2008-10-13,2009-03-16,2014-09-01,0,1201000000,0,0,0,0,0,0,0,0,0,0,0,5000000,6000000,25000000,40000000,65000000,1060000000,0,0,10,0
CloudFab,Enterprise Software,50000,operating,USA,MN,Minneapolis,Stillwater,3,2008-07-01,2009-07-01,2011-06-30,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
CloudFactory,Crowdsourcing,3700000,operating,USA,NC,Raleigh,Durham,2,2010-01-01,2012-01-01,2014-10-10,700000,3000000,0,0,0,0,0,0,0,0,0,0,0,3000000,0,0,0,0,0,0,0,1,0
Cloudfind,Collaboration,2285165,operating,GBR,Unknown,Bath,Bath,5,2010-01-01,2011-02-01,2014-08-27,159993,0,0,0,0,0,2125172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Cloudfinder,Enterprise Software,1232200,operating,SWE,Unknown,Malmo,Malm,1,2012-01-01,2012-06-01,2012-06-01,0,1232200,0,0,0,0,0,0,0,0,0,0,0,1232200,0,0,0,0,0,0,0,1,0
CloudFlare,Security,72050000,operating,USA,CA,SF Bay Area,San Francisco,3,2009-07-01,2009-11-25,2013-12-17,0,72050000,0,0,0,0,0,0,0,0,0,0,0,2050000,20000000,50000000,0,0,0,0,0,7,0
CloudFloor,Enterprise Software,3000000,acquired,USA,MA,Boston,Waltham,1,,2011-03-21,2011-03-21,0,3000000,0,0,0,0,0,0,0,0,0,0,0,3000000,0,0,0,0,0,0,0,0,0
CloudGenix,Networking,9000000,operating,USA,CA,SF Bay Area,Santa Clara,1,2013-01-01,2014-04-30,2014-04-30,0,9000000,0,0,0,0,0,0,0,0,0,0,0,9000000,0,0,0,0,0,0,0,1,0
CloudHashing,Finance,3500000,operating,GBR,Unknown,London,London,1,2013-03-02,2013-11-16,2013-11-16,0,0,0,0,0,0,3500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
CloudHealth Technologies,Software,7700000,operating,USA,MA,Boston,Boston,2,2012-01-01,2013-03-12,2014-06-17,0,7700000,0,0,0,0,0,0,0,0,0,0,0,7700000,0,0,0,0,0,0,0,1,0
Cloudhelix,,3100127,operating,GBR,Unknown,London,Brighton,1,,2014-09-26,2014-09-26,0,3100127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CloudHelix,Big Data,3100000,operating,USA,CA,SF Bay Area,San Francisco,1,2014-01-01,2014-09-28,2014-09-28,3100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Cloudian,Cloud Infrastructure,40700000,operating,USA,CA,SF Bay Area,Foster City,3,2011-01-01,2012-04-01,2014-07-08,0,40700000,0,0,0,0,0,0,0,0,0,0,0,11600000,5100000,24000000,0,0,0,0,0,1,0
Cloudike,SaaS,1000000,operating,USA,CA,SF Bay Area,San Jose,1,2013-01-01,2014-07-07,2014-07-07,0,1000000,0,0,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,0,0,0,1,0
Cloudius Systems,Cloud Computing,7000000,operating,Unknown,Unknown,Unknown,Unknown,1,2012-01-01,2013-09-16,2013-09-16,0,7000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CloudJay,Logistics,11700,operating,SGP,Unknown,Singapore,Singapore,1,2013-09-10,2013-08-29,2013-08-29,11700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
Cloudjutsu,SaaS,40800,operating,ESP,Unknown,Barcelona,Barcelona,1,,2013-12-01,2013-12-01,40800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cloudkick,Networking,2750000,acquired,USA,CA,SF Bay Area,San Francisco,2,2009-01-01,2009-09-14,2010-04-28,0,2750000,0,0,0,0,0,0,0,0,0,0,0,2000000,0,0,0,0,0,0,0,1,0
CloudLink Tech,Enterprise Software,6000000,operating,CAN,ON,Ottawa,Ottawa,1,2003-01-01,2013-06-25,2013-06-25,0,6000000,0,0,0,0,0,0,0,0,0,0,0,6000000,0,0,0,0,0,0,0,1,0
CloudLock,Google Apps,34900000,operating,USA,MA,Boston,Waltham,4,2011-01-21,2008-03-16,2014-11-24,0,34900000,0,0,0,0,0,0,0,0,0,0,0,3000000,8700000,16500000,6700000,0,0,0,0,1,0
Cloudmach,Games,2000000,operating,USA,CA,SF Bay Area,Sunnyvale,1,2008-12-01,2012-08-01,2012-08-01,0,2000000,0,0,0,0,0,0,0,0,0,0,0,0,2000000,0,0,0,0,0,0,12,0
CloudMade,Navigation,16297850,operating,USA,CA,SF Bay Area,Menlo Park,3,2008-03-01,2007-01-01,2010-07-27,131700,16166150,0,0,0,0,0,0,0,0,0,0,0,3784800,12381350,0,0,0,0,0,0,3,0
Cloudmark,Mobile Security,27500000,operating,USA,CA,SF Bay Area,San Francisco,2,2001-01-01,2003-07-21,2010-02-17,0,27500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CloudMedx,Health Care Information Technology,100000,operating,Unknown,Unknown,Unknown,Unknown,1,2013-04-19,2013-06-15,2013-06-15,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
Cloudmeter,Software,5300000,acquired,USA,CA,SF Bay Area,Mountain View,2,2007-04-01,2009-04-01,2012-04-27,0,5000000,0,0,0,300000,0,0,0,0,0,0,0,5000000,0,0,0,0,0,0,0,4,0
CloudMeter,,40000,operating,CHL,Unknown,Santiago,Santiago,1,,2014-06-01,2014-06-01,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CloudMine,Windows Phone 7,3209278,operating,USA,PA,Philadelphia,Philadelphia,7,2011-05-01,2011-09-01,2014-06-18,1195000,100000,0,0,0,1914278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
CloudMosa,Software,17999957,operating,Unknown,Unknown,Unknown,Unknown,1,2009-10-01,2014-12-02,2014-12-02,0,17999957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
Cloudnexa,Software,3050000,operating,USA,PA,Philadelphia,Philadelphia,2,2008-01-01,2013-11-08,2014-06-16,0,2400000,0,0,0,650000,0,0,0,0,0,0,0,2400000,0,0,0,0,0,0,0,1,0
Cloudnine Hospitals,Health Care,42260000,operating,Unknown,Unknown,Unknown,Unknown,2,2007-01-01,2013-06-11,2013-10-30,0,42260000,0,0,0,0,0,0,0,0,0,0,0,26000000,16260000,0,0,0,0,0,0,1,0
CloudOn,Social Media,26140000,operating,USA,CA,SF Bay Area,Mountain View,4,2009-10-01,2010-10-27,2012-10-01,1800000,24340000,0,0,0,0,0,0,0,0,0,0,0,7700000,16000000,0,0,0,0,0,0,10,0
CloudOne,Software,6400000,operating,USA,IN,Indianapolis,Indianapolis,3,,2011-08-31,2014-02-10,0,6400000,0,0,0,0,0,0,0,0,0,0,0,0,1700000,2800000,0,0,0,0,0,0,0
CloudOpt,Cloud Computing,1215000,operating,USA,WA,Seattle,Seattle,2,2010-11-01,2010-01-04,2012-08-01,840000,0,0,0,0,0,375000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
CloudPartner,E-Commerce,2000000,operating,DEU,Unknown,Berlin,Berlin,1,2012-01-01,2014-01-27,2014-01-27,0,2000000,0,0,0,0,0,0,0,0,0,0,0,2000000,0,0,0,0,0,0,0,1,0
CloudPassage,Security,53000000,operating,USA,CA,SF Bay Area,San Francisco,4,2009-01-01,2011-04-27,2014-02-13,0,53000000,0,0,0,0,0,0,0,0,0,0,0,6500000,21000000,25500000,0,0,0,0,0,1,0
CloudPay,Software,16000000,operating,USA,NC,Raleigh,Raleigh,1,,2012-12-05,2012-12-05,0,16000000,0,0,0,0,0,0,0,0,0,0,0,0,16000000,0,0,0,0,0,0,0,0
CloudPay.net,Human Resources,36450000,operating,Unknown,Unknown,Unknown,Unknown,2,,2008-12-17,2011-10-24,0,36450000,0,0,0,0,0,0,0,0,0,0,0,30000000,0,0,0,0,0,0,0,0,0
CloudPhysics,Virtualization,27500000,operating,USA,CA,SF Bay Area,Mountain View,4,2011-01-01,2011-11-18,2014-06-23,0,27500000,0,0,0,0,0,0,0,0,0,0,0,2500000,10000000,15000000,0,0,0,0,0,1,0
Cloudpic Global,Enterprise Software,6000000,operating,SGP,Unknown,Singapore,Singapore,1,,2011-01-05,2011-01-05,0,6000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CloudPrime,Enterprise Software,2236041,operating,USA,CA,SF Bay Area,Redwood City,1,2010-01-01,2012-10-01,2012-10-01,0,2236041,0,0,0,0,0,0,0,0,0,0,0,0,2236041,0,0,0,0,0,0,1,0
CloudRunner I/O,Software,135753,operating,BGR,Unknown,Sofia,Sofia,2,2013-10-01,2013-09-01,2014-04-04,135753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
CloudSafe,Security,375575,operating,DEU,Unknown,Hamburg,Hamburg,1,2009-11-30,2009-11-30,2009-11-30,375575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
Cloudscaling,SaaS,14000000,acquired,USA,CA,SF Bay Area,San Francisco,2,2006-01-01,2011-09-21,2013-05-22,0,14000000,0,0,0,0,0,0,0,0,0,0,0,4000000,10000000,0,0,0,0,0,0,1,0
cloudscreener.com,Cloud Computing,750901,operating,FRA,Unknown,Paris,Paris,1,2012-12-01,2014-11-06,2014-11-06,0,0,0,0,0,0,750901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
CloudShare,Web Development,20000000,operating,USA,CA,SF Bay Area,San Mateo,2,2007-01-01,2009-12-11,2011-07-05,0,20000000,0,0,0,0,0,0,0,0,0,0,0,0,10000000,0,0,0,0,0,0,1,0
CloudShield Technologies,Web Hosting,25000000,acquired,USA,CA,SF Bay Area,Sunnyvale,2,2000-01-01,2005-10-28,2007-09-17,0,25000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CloudSlides,Software,12500,operating,Unknown,Unknown,Unknown,Unknown,1,,2014-02-01,2014-02-01,12500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cloudsnap,Finance,318000,operating,USA,NV,Reno - Sparks,Reno,3,2011-10-01,2012-01-01,2012-08-01,318000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
CloudSplit,Web Development,149180,closed,IRL,Unknown,Dublin,Dublin,1,2009-07-01,2009-11-27,2009-11-27,149180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
CloudSponge,SaaS,200000,operating,Unknown,Unknown,Unknown,Unknown,1,2010-01-01,2010-01-01,2010-01-01,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Cloudstaff,Accounting,500000,operating,AUS,Unknown,Eight Mile Plains,Eight Mile Plains,1,2010-01-15,2013-11-21,2013-11-21,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CloudStrategies,Enterprise Software,1500000,operating,USA,NJ,NJ - Other,Cedar Knolls,1,,2011-08-24,2011-08-24,0,1500000,0,0,0,0,0,0,0,0,0,0,0,0,1500000,0,0,0,0,0,0,0,0
cloudswave,E-Commerce,500000,operating,USA,DE,"Wilmington, Delaware",Wilmington,1,2012-11-01,2013-05-28,2013-05-28,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
CloudSway,Finance,1400000,operating,USA,WA,Seattle,Tacoma,2,2011-01-01,2013-02-11,2014-04-01,1400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
